Unnamed: 0.1,Unnamed: 0,name_length,is_organic,quantity_value,quantity_unit_encoded,category_depth,country_count,product_age_days,created_month,main_category_encoded,nova_group
0,0,-0.6918114250821514,-0.1218088599978824,-1.1381255282866398,-1.0130548551108525,-0.0698237634353485,-0.5886626325451506,0.9547302830605592,0.5907463224873418,-1.2029976226682464,5
1,1,-1.1620284745560396,-0.1218088599978824,-0.8468799882272248,-0.4255089274109468,-1.8350392106895,-0.1808379448390402,0.6746748332665178,0.8908375207963557,1.1269865216910324,3
2,2,-0.6918114250821514,-0.1218088599978824,-1.272880927418608,0.833518060517422,-0.3640263379777071,-0.5886626325451506,0.0772232070392297,0.8908375207963557,-1.2029976226682464,1
3,3,-0.2215943756082632,-0.1218088599978824,-1.2772278757777036,0.833518060517422,-0.0698237634353485,-0.5886626325451506,1.2769969890554411,0.8908375207963557,-1.2029976226682464,1
4,4,-1.1620284745560396,-0.1218088599978824,-1.1381255282866398,-1.0130548551108525,-0.3640263379777071,-0.5886626325451506,-0.1054216515221015,-0.9097096690577277,-1.116914464625416,5
5,5,-1.1620284745560396,-0.1218088599978824,0.674551937456286,1.924674783388675,-0.6582289125200657,-0.5886626325451506,-1.1607030565431269,1.4910199174143834,-0.5946766391655776,3
6,6,-0.2215943756082632,-0.1218088599978824,5.238847714506819,1.924674783388675,-0.0698237634353485,3.897408932222064,1.8712015955749728,0.290655124178328,-1.2029976226682464,1
7,7,-0.2215943756082632,-0.1218088599978824,-1.2772278757777036,0.6656477954603062,1.1069865347340857,-0.5886626325451506,-0.8019073788359782,-0.0094360741306858,-0.5946766391655776,3
8,8,-0.2215943756082632,-0.1218088599978824,-1.2772278757777036,0.833518060517422,-0.0698237634353485,0.6348114305731803,0.4173485214267755,0.290655124178328,-0.5946766391655776,1
9,9,-1.1620284745560396,-0.1218088599978824,-0.5860630866814801,-0.4255089274109468,0.22437881110701,-0.1808379448390402,-0.5453928219231751,1.1909287191053697,-0.3364271650370861,4
10,10,-0.6918114250821514,-0.1218088599978824,-1.2750544015981558,0.833518060517422,-0.3640263379777071,-0.5886626325451506,0.2679856148699535,1.1909287191053697,-1.1226533418282714,1
11,11,-0.2215943756082632,-0.1218088599978824,-1.1381255282866398,-1.0130548551108525,-0.6582289125200657,-0.5886626325451506,-0.8838946264568424,0.290655124178328,-1.208736499871102,5
12,12,-1.1620284745560396,-0.1218088599978824,-1.064227406182012,-1.0130548551108525,-1.8350392106895,-0.5886626325451506,0.7477327766910503,-0.9097096690577277,-0.491376849514181,5
13,13,-0.2215943756082632,-0.1218088599978824,-0.194837734362863,-0.4255089274109468,-0.6582289125200657,2.2661101813976217,1.302161391790558,0.5907463224873418,-0.5946766391655776,4
